Document Title	Abstract
Local Differential Perturbations: Location Privacy Under Approximate Knowledge Attackers	Location privacy research has received wide attention in the past few years owing to the growing popularity of location-based applications, and the skepticism thereof on the collection of location information. A large section of this research is directed towards mechanisms based on location obfuscation enforced using cloaking regions. The primary motivation for this engagement comes from the relatively well researched area of database privacy. Researchers in this sibling domain have indicated multiple times that any notion of privacy is incomplete without explicit statements on the capabilities of an adversary. As a result, we have started to see some efforts to categorize the various forms of background knowledge that an adversary may possess in the context of location privacy. Along this line, we consider some preliminary forms of attacker knowledge, and explore what implication does a certain form of knowledge has on location privacy. Continuing on, we extend our insights to a form of adversarial knowledge related to the geographic uncertainty that the adversary has in correctly locating a user. We empirically demonstrate that the use of cloaking regions can adversely impact the preservation of privacy in the presence of such approximate location knowledge, and demonstrate how perturbation based mechanisms can instead provide a well-balanced trade-off between privacy and service accuracy.
Toward Privacy Preserving and Collusion Resistance in a Location Proof Updating System	Today's location-sensitive service relies on user's mobile device to determine the current location. This allows malicious users to access a restricted resource or provide bogus alibis by cheating on their locations. To address this issue, we propose A Privacy-Preserving LocAtion proof Updating System (APPLAUS) in which colocated Bluetooth enabled mobile devices mutually generate location proofs and send updates to a location proof server. Periodically changed pseudonyms are used by the mobile devices to protect source location privacy from each other, and from the untrusted location proof server. We also develop user-centric location privacy model in which individual users evaluate their location privacy levels and decide whether and when to accept the location proof requests. In order to defend against colluding attacks, we also present betweenness ranking-based and correlation clustering-based approaches for outlier detection. APPLAUS can be implemented with existing network infrastructure, and can be easily deployed in Bluetooth enabled mobile devices with little computation or power cost. Extensive experimental results show that APPLAUS can effectively provide location proofs, significantly preserve the source location privacy, and effectively detect colluding attacks.
Enhancing Privacy and Accuracy in Probe Vehicle-Based Traffic Monitoring via Virtual Trip Lines	Traffic monitoring using probe vehicles with GPS receivers promises significant improvements in cost, coverage, and accuracy over dedicated infrastructure systems. Current approaches, however, raise privacy concerns because they require participants to reveal their positions to an external traffic monitoring server. To address this challenge, we describe a system based on virtual trip lines and an associated cloaking technique, followed by another system design in which we relax the privacy requirements to maximize the accuracy of real-time traffic estimation. We introduce virtual trip lines which are geographic markers that indicate where vehicles should provide speed updates. These markers are placed to avoid specific privacy sensitive locations. They also allow aggregating and cloaking several location updates based on trip line identifiers, without knowing the actual geographic locations of these trip lines. Thus, they facilitate the design of a distributed architecture, in which no single entity has a complete knowledge of probe identities and fine-grained location information. We have implemented the system with GPS smartphone clients and conducted a controlled experiment with 100 phone-equipped drivers circling a highway segment, which was later extended into a year-long public deployment.
pDCS: Security and Privacy Support for Data-Centric Sensor Networks	The demand for efficient data dissemination/access techniques to find relevant data from within a sensor network has led to the development of data-centric sensor (DCS) networks, where the sensor data instead of sensor nodes are named based on attributes such as event type or geographic location. However, saving data inside a network also creates security problems due to the lack of tamper resistance of the sensor nodes and the unattended nature of the sensor network. For example, an attacker may simply locate and compromise the node storing the event of his interest. To address these security problems, we present pDCS, a privacy-enhanced DCS network which offers different levels of data privacy based on different cryptographic keys. pDCS also includes an efficient key management scheme to facilitate the management of multiple types of keys used in the system. In addition, we propose several query optimization techniques based on Euclidean Steiner tree and keyed bloom filter (KBF) to minimize the query overhead while preserving query privacy. Finally, detailed analysis and simulations show that the KBF scheme can significantly reduce the message overhead with the same level of query delay and maintain a very high level of query privacy.
A Privacy-Preserving Location Monitoring System for Wireless Sensor Networks	Monitoring personal locations with a potentially untrusted server poses privacy threats to the monitored individuals. To this end, we propose a privacy-preserving location monitoring system for wireless sensor networks. In our system, we design two in-network location anonymization algorithms, namely, resource and quality-aware algorithms, that aim to enable the system to provide high-quality location monitoring services for system users, while preserving personal location privacy. Both algorithms rely on the well-established k-anonymity privacy concept, that is, a person is indistinguishable among k persons, to enable trusted sensor nodes to provide the aggregate location information of monitored persons for our system. Each aggregate location is in a form of a monitored area A along with the number of monitored persons residing in A, where A contains at least k persons. The resource-aware algorithm aims to minimize communication and computational cost, while the quality-aware algorithm aims to maximize the accuracy of the aggregate locations by minimizing their monitored areas. To utilize the aggregate location information to provide location monitoring services, we use a spatial histogram approach that estimates the distribution of the monitored persons based on the gathered aggregate location information. Then, the estimated distribution is used to provide location monitoring services through answering range queries. We evaluate our system through simulated experiments. The results show that our system provides high-quality location monitoring services for system users and guarantees the location privacy of the monitored persons.
A Flexible Privacy-Enhanced Location-Based Services System Framework and Practice	Location based services(LBS) are becoming increasingly important to the success and attractiveness of next generation wireless systems. However, a natural tension arises between the need for user privacy and the flexible use of location information. In this paper we present a framework to support privacy enhanced location based services. We classify the services according to several basic criteria and we propose a hierarchical key distribution method to support these services. The key idea behind the system is to hierarchically encrypt location information under different keys, and distribute the appropriate keys only to group members with the necessary permission. Four methods are proposed to deliver hierarchical location information while maintaining privacy. We propose a key tree rebalancing algorithm to maintain the re-keying performance of the group key management. Furthermore, we present a practical LBS system implementation. Hierarchical location information coding offers flexible location information access which enables a rich set of location based services. Our load tests show such a system is highly practical with good efficiency and scalability.
A Gen2-Based RFID Authentication Protocol for Security and Privacy	EPCglobal Class-1 Generation-2 specification (Gen2 in brief) has been approved as ISO18000-6C for global use, but the identity of tag (TID) is transmitted in plaintext which makes the tag traceable and clonable. Several solutions have been proposed based on traditional encryption methods, such as symmetric or asymmetric ciphers, but they are not suitable for low-cost RFID tags. Recently, some lightweight authentication protocols conforming to Gen2 have been proposed. However, the message flow of these protocols is different from Gen2. Existing readers may fail to read new tags. In this paper, we propose a novel authentication protocol based on Gen2, called Gen2<sup>+</sup>, for low-cost RFID tags. Our protocol follows every message flow in Gen2 to provide backward compatibility. Gen2<sup>+</sup> is a multiple round protocol using shared pseudonyms and Cyclic Redundancy Check (CRC) to achieve reader-to-tag authentication. Conversely, Gen2<sup>+</sup> uses the memory read command defined in Gen2 to achieve tag-to-reader authentication. We show that Gen2<sup>+</sup> is more secure under tracing and cloning attacks.
Investigating the Privacy vs. Forwarding Accuracy Tradeoff in Opportunistic Interest-Casting	Many mobile social networking applications are based on a "friend proximity detection" step, according to which two mobile users try to jointly estimate whether they have friends in common. Preserving privacy while performing "friend proximity detection" is fundamental to achieve widespread acceptance of mobile social networking applications. However, the need of privacy preservation is often at odds with application-level performance of the mobile social networking application, since only obfuscated information about the other user's profile is available for optimizing performance. In this paper, we study the fundamental tradeoff between privacy preservation and application-level performance in mobile social networks. We consider a mobile social networking application for opportunistic networks called interest-casting, where a user wants to deliver a piece of information to other users sharing similar interests ("friends"). In this paper, we propose a privacy-preserving friend proximity detection scheme based on a protocol for solving the Yao's "Millionaire's Problem", and we introduce three interest-casting protocols achieving different tradeoffs between privacy and accuracy of the information forwarding process. The privacy vs. accuracy tradeoff is analyzed both theoretically and through simulations. Our results demonstrate that privacy preservation is at odds with forwarding accuracy, and that the best tradeoff should be identified based on the application-level requirements.
Preserving Location Privacy in Geo-Social Applications	Using geo-social applications, such as FourSquare, millions of people interact with their surroundings through their friends and their recommendations. Without adequate privacy protection, however, these systems can be easily misused, e.g., to track users or target them for home invasion. In this paper, we introduce LocX, a novel alternative that provides significantly-improved location privacy without adding uncertainty into query results or relying on strong assumptions about server security. Our key insight is to apply secure user-specific, distance-preserving coordinate transformations to all location data shared with the server. The friends of a user share this user&amp;#8217;s secrets so they can apply the same transformation. This allows all location queries to be evaluated correctly by the server, but our privacy mechanisms guarantee that servers are unable to see or infer the actual location data from the transformed data or from the data access. We show that LocX provides privacy even against a powerful adversary model, and we use prototype measurements to show that it provides privacy with very little performance overhead, making it suitable for today's mobile devices.
Privacy-friendly Authentication in RFID Systems: On Sub-linear Protocols based on Symmetric-key Cryptography	In this paper, we provide a comprehensive analysis of privacy-friendly authentication protocols devoted to RFID that: (1) are based on well-established symmetric-key cryptographic building blocks; (2) require a reader complexity lower than O(N) where N is the number of provers in the system. These two properties are sine qua non conditions for deploying privacy-friendly authentication protocols in large-scale applications, e.g., access control in mass transportation. We describe existing protocols fulfilling these requirements and point out their drawbacks and weaknesses. We especially introduce attacks on CHT, CTI, YA-TRAP*, and the variant of OSK/AO with mutual authentication. We also raise that some protocols, such as O-RAP, O-FRAP and OSK/BF are not resistant to timing attacks. Finally, we select some candidates that are, according to our criteria, the most appropriate ones for practical uses.
Protecting Location Privacy in Sensor Networks against a Global Eavesdropper	While many protocols for sensor network security provide confidentiality for the content of messages, contextual information usually remains exposed. Such contextual information can be exploited by an adversary to derive sensitive information such as the locations of monitored objects and data sinks in the field. Attacks on these components can significantly undermine any network application. Existing techniques defend the leakage of location information from a limited adversary who can only observe network traffic in a small region. However, a stronger adversary, the global eavesdropper, is realistic and can defeat these existing techniques. This paper first formalizes the location privacy issues in sensor networks under this strong adversary model and computes a lower bound on the communication overhead needed for achieving a given level of location privacy. The paper then proposes two techniques to provide location privacy to monitored objects (source-location privacy)-periodic collection and source simulation-and two techniques to provide location privacy to data sinks (sink-location privacy)-sink simulation and backbone flooding. These techniques provide trade-offs between privacy, communication cost, and latency. Through analysis and simulation, we demonstrate that the proposed techniques are efficient and effective for source and sink-location privacy in sensor networks.
User-Controllable Security and Privacy for Pervasive Computing	We describe our current work in developing novel mechanisms for managing security and privacy in pervasive computing environments. More specifically, we have developed and evaluated three different applications, including a contextual instant messenger, a people finder application, and a phone-based application for access control. We also draw out some themes we have learned thus far for user-controllable security and privacy.
A Method Providing Identity Privacy to Mobile Users During Authentication	The increasing development of mobile networks raises new security requirements and concerns. In addition to the basic need of authentification, confidentiality and key distribution services, a new problem involving privacy is the unauthorized tracking of users migration. In other words, accessing any information related to the mobile user's location data without his consent, is a serious violation of his privacy. Moreover, if no care is taken, the disclosure of the mobile user real identity may appear during the authentication process. The basic solution to this problem is the usc of aliases which insure non-traceability by hiding the user's real identity and also his relationship with domain authorities. In this paper we provide a classification of the different degrees of non-traceability and present a new efficient method for the computation of aliases. This technique can be used during authentification of mobile users and thus avoids the drawbacks of existing solutions such as GSM and CDPD.
A method providing identity privacy to mobile users during authentication	The increasing development of mobile networks raises new security requirements and concerns. In addition to the basic need for authentication, confidentiality and key distribution services, a new problem involving privacy is the unauthorized tracking of users' migration. In other words, accessing any information related to the mobile user's location data without his consent, is a serious violation of his privacy. Moreover, if no care is taken, the disclosure of the mobile user's real identity may appear during the authentication process. The basic solution to this problem is the use of aliases which insure non-traceability by hiding the user's real identity and also his relationship with domain authorities. We provide a classification of the different degrees of non-traceability and present a new efficient method for the computation of aliases. This technique can be used during authentication of mobile users and thus avoids the drawbacks of existing solutions such as GSM and CDPD
Effectiveness of Privacy Assurance Approaches in Location-Based Services: A Study of India and the United States	The increasing commercial potential and rapid growth of location based services (LBS) have been accompanied by concerns over the collection and use of personal information by LBS providers. In this paper we study the influence of three privacy assurance approaches that might be used to ensure privacy in location-based services. With the usage context included as a covariate, we examine the influence of privacy assurance approaches in individualist and collectivist cultures. The results reveal how culture may moderate the effects of privacy assurance approaches on influencing users' privacy risk and information control perceptions. Implications for theory and practice are discussed.
The Impact of Perceived Emergency and Essentiality on Perceived Privacy Risk, Privacy Concern and Intention to Use in Mobile LBS Environment: An Example of China Mobile and Unicom	With the popularization of mobile devices and the rapidly development of LBS, users concern on privacy aroused by services depending on personal location information needed. To strengthen the current research in LBS, combine time management theory and rational choice theory, this paper aims to explore the effect of situational antecedent factors-perceived emergency and perceived essentiality on perceived privacy risk, privacy concern and intention to use. The experimental study was conducted and the findings indicate that perception of emergency and essentiality of a Website characteristics have positive effect on intention to use not but on perceived privacy risk and privacy concern. Privacy concern has significant negative effect on intention to use. However, does not consistent with prior literature, the perceived privacy risk has significant direct effect on privacy concern not but on intention to use.
Security, Privacy and Legal Issues in Pervasive eHealth Monitoring Systems	In this paper we analyze the security and privacy requirements of eHealth monitoring systems which use wireless sensor networks. Based on our experience developing our eHealth system, ReMoteCare, we have devised a model of such systems which we use to discuss threats and attacks, address security requirements and give guidelines for security mechanisms. The contentious issues of privacy of medical data are canvassed - especially as there are legal ramifications if personal health information is compromised.
Privacy, Value and Control Issues in Four Mobile Business Applications	This paper presents four case studies that explore the adoption and acceptance of mobile technologies and services within the context of the privacy-value-control (PVC) trichotomy. The technologies studied include: the mobile phone, electronic toll payment tags, e-passports, and loyalty card programs. The study shows that despite the potential barriers to adoption in each of the depicted cases, the applications were embraced with great success soon after their introduction. An understanding of why these mobile innovations succeeded in spite of the concerns surrounding them will serve to help practitioners understand other issues currently plaguing emerging technologies like radio-frequency identification (RFID) tags and transponders. The contribution of this paper is not only in its usage of secondary sources to support case development and subsequent cross-case analysis but on the importance of emphasizing the value proposition to the consumer to ensure the success of an innovation. The PVC trichotomy emphasizes the need to harmonize privacy, value and control.
Location Privacy-An Overview	Location-based services (LBS) are mobile services which evaluate knowledge about a user's location. In most cases this is done to provide the user with personalized information, e.g. to list point of interests in his nearer surrounding. But users have concerns when their whereabouts are tracked and their location information is disclosedto external service providers. So it is no wonder that a lot of publications deal with the specific privacy issues of LBS usage. The aim of this article is to give an overview about the most relevant works in this field: we first discuss different attack scenarios where location information is misused. Afterwards we present a classification of technical approaches to prevent such misuse of location information. We also summarize some results from pertinent empirical studies.
Personality Traits and Privacy Perceptions: An Empirical Study in the Context of Location-Based Services	Location-based services (LBS) are services that take into account the geographic location of a user. While LBS promise efficiency and effectiveness gains, their use also raises fundamental privacy issues. In this study we propose the development of a theoretical model for examining the role of personality traits in perceptions of privacy in reference to LBS. More specifically, we will develop a model that incorporates the Big Five personality traits (agreeableness, extraversion, emotional stability, openness to experience, conscientiousness), the most widely accepted framework for personality research in psychology, as well as perceptions of privacy, usefulness, risk, and trust as mediators in our model to explain behavioral intentions towards adopting LBS. We empirically test our model using a survey-based approach sampling 470 undergraduate business students.
Charged location aware services - a privacy analysis	In this paper we investigate privacy issues in location based services (LBS). We first introduce the components needed to realize such a service. Then we discuss design issues of the components as well as of the overall architecture. We also provide cross check of our own system for charged LBS against the design issues presented in this paper.
A framework of privacy shield in organizational information systems	Preserving privacy and the protection of personally identifiable information (PH) has been of increasing interest over the last few years. Many privacy advocates, and a significant portion of the general public, feared that the new initiatives used in an attempt to fight terrorism, would have a serious impact on an individual's right and ability to protect their privacy. This paper proposes a new framework for preserving privacy for individuals along with the protection of personally identifiable information. We have termed it privacy shield. Through the application of anonymity and privacy principles in design, the privacy protecting separation of data, the use of public key infrastructure, and the application of our information system Hippocratic policies, we provide a framework of privacy shield to protect an information system user's personal data.
A Framework for Adapting Services' Design and Execution to Privacy Regulations	The potential impact of contemporary Information and Communication Technologies on users' privacy rights is regarded as being among their most evident negative effects. In fact, the recent advances in mobile communications, location and sensing technologies as well as data processing, are boosting the deployment of context-aware personalized services and the creation of smart environments, but at the same time, they pose a serious risk on individuals' privacy rights. In order to address this issue, this paper provides a framework for settling the services privacy friendly. The presented approach focuses on specifying a methodology for adapting services to operate on top of a middleware system that incorporates and thus, enforces the privacy regulations, preventing to a great extent the disclosure of personal data to the service providers even if personal data is collected and services are used through pervasive, ubiquitous and wireless devices.
P-DIBS: Pseudonymised DIstributed Billing System for Improved Privacy Protection	The deployment of payment systems protective of the customer privacy is an hard challenge. Accountability and payment seem to require a direct link to the customer credentials (e.g. his credit card number or bank account), this exposes the user to be profiled on his habits. Static and uniquely identified mappings to user credentials, hold by a trusted third party, may vanish all the parallel anonymization/pseudonymisation efforts done to avoid disclosure of the user identity to the provider of the service. This paper proposes P-DIBS (pseudonymised distributed billing system), a billing framework devised to protect user privacy. P-DIBS is developed as an extension of a previously proposed pseudonymization mechanism. It relies on an intermediate brokerage entity, referred to as "Accounting Server", operating between the bank and the service provider on behalf of the end user, yet having no knowledge neither about his real identity nor about his real account number. A fundamental novelty of the proposed approach is the possibility, through a distributed procedure involving mutual interaction across the various system components, to guarantee linkability upon improper user behavior (e.g. misuses) without requiring a single trusted third party in the system to possess all the knowledge necessary to disclose the user.
Privacy Challenges in Context-sensitive Access Control for Pervasive Computing Environment	The widespread prevalence of pervasive devices and applications has raised the concerns of privacy. Granting Access to Resources and Context sensitive information causes information leakage through inference or obfuscation. Again, the open and dynamic collaborative environment of pervasive computing has rendered the traditional access control models like Role based models to be unfit. Even though Trust based models came to rescue in such circumstances, privacy is mostly compromised in the big picture. In this paper, we have drawn examples from pervasive computing environment and illustrated some scenarios of privacy violation. We have presented a trust based access control model for pervasive healthcare environment to prevent information leakage on accessing constraint information that yields privacy violation in the end. We have addressed information leak from three perspectives of constraint information satisfaction to grant access to the resources. They are satisfy any, satisfy all and hierarchical constraints. Furthermore, the model eliminates requirements for maintaining any keys or access rights certificates for privacy protection. This lightweight model helps ensure the resource constrained small pervasive devices like PDA, cell phones use the access control model effectively and efficiently with privacy of the individuals preserved in the first place.
Privacy-Preserving Detection of Sybil Attacks in Vehicular Ad Hoc Networks	Vehicular ad hoc networks (VANETs) are being advocated for traffic control, accident avoidance, and a variety of other applications. Security is an important concern in VANETs because a malicious user may deliberately mislead other vehicles and vehicular agencies. One type of malicious behavior is called a Sybil attack, wherein a malicious vehicle pretends to be multiple other vehicles. Reported data from a Sybil attacker will appear to arrive from a large number of distinct vehicles, and hence will be credible. This paper proposes a light-weight and scalable framework to detect Sybil attacks. Importantly, the proposed scheme does not require any vehicle in the network to disclose its identity, hence privacy is preserved at all times. Simulation results demonstrate the efficacy of our protocol.
Privacy Infusion in Ubiquitous Computing	In recent years, ubiquitous computing applications span such areas as telemedicine, banking, and transportation that require user privacy protection. The realization of context-aware ubiquitous computing exasperates existing privacy concerns. Ubiquitous computing applications demand new privacy enhancing technologies for the information and communication environments where the users are equipped with flexible and portable applications to support the capture, communication, recall, organization and reuse of diverse information. In this paper, we develop a novel scheme for the infusion of privacy into context-aware ubiquitous computing. We present Precision, a system for privacy enhanced context-aware information fusion in ubiquitous computing environments. In our scheme, privacy is defined as a set of parameters encapsulated in composite data entities called privons, through which, we aim at infusing privacy into Precision. We evaluate our proposed scheme through real interactions in implementation of privons.
Location Privacy of Users in Location-based Services	In this paper, we introduce location traceability as an indicator for evaluating time-series location privacy for users on location-based services (LBS). The location traceability of a user is calculated with a formalized tree structure that represents all possible paths of a moving user. Through the results of the simulation experiments, we validated the effectiveness of this proposed indicator
Bridging the Gap between Privacy and Security in Multi-Domain Federations with Identity Tokens	In this paper we introduce the concept of identity tokens in multi-domain service environments and show how it is used to bridge between authentication/authorization and users' privacy. This token provides, together with further authentication and authorization techniques, a high level of privacy without anonymity
Bridging the Gap between Privacy and Security in Multi-Domain Federations with Identity Tokens	In this paper we introduce the concept of identity tokens in multi-domain service environments and show how it is used to bridge between authentication/authorization and users' privacy. This token provides, together with further authentication and authorization techniques, a high level of privacy without anonymity
Location Privacy of Users in Location-based Services	In this paper, we introduce location traceability as an indicator for evaluating time-series location privacy for users on location-based services (LBS). The location traceability of a user is calculated with a formalized free structure that represents all possible paths of a moving user. Through the results of the simulation experiments, we validated the effectiveness of this proposed indicator
Providing source privacy in mobile ad hoc networks	Communication privacy is becoming an essential security requirement for mission critical communications and communication infrastructure protection. This is especially true for mobile ad hoc networks (MANETs) due to mobility of the communication nodes and the nature of wireless communications. Existing research in privacy-preserving communications can largely be divided into two categories: cryptosystem-based techniques and broadcasting-based techniques. The cryptosystem-based techniques include mix-based systems and secure multiparty computation-based systems, originating from mixnet and DC-net respectively. All mix-based approaches require a trusted third party to provide the mix and are not quite feasible in MANET. However, DC-net based approaches suffer from transmission collision problem that cannot be easily resolved practically. Broadcasting based schemes provide communication privacy by mixing the real messages with dummy packets so that it is infeasible for the adversaries to identify the real packets and track the message source. However, the transmission of dummy messages not only increases the energy consumption significantly, but also increases the network collisions and decreases the packet delivery ratio. In this paper, we first propose a novel unconditionally secure source anonymous message authentication scheme (SAMAS) that enables messages to be released without relying on any trusted third parties. While providing source privacy, the proposed scheme can also provide message content authenticity. We then propose a novel communication protocol for MANET that can ensure communication privacy of both communication parties and their end-to-end routing. The proposed protocol can be used for critical infrastructure protection and secure file sharing. The security analysis demonstrates that the proposed protocol is secure against various attacks. The theoretical analysis and simulation show that the proposed scheme is efficient and can ensure high message- delivery ratio.
Measuring location privacy in V2X communication systems with accumulated information	Vehicle-to-vehicle/vehicle-to-infrastructure (V2X) communication systems are envisioned to greatly improve road safety, traffic efficiency, and driver convenience. However, many V2X applications rely on continuous and detailed location information, which raises location privacy concerns. A multitude of privacy-protection mechanisms have been proposed in recent years. However, few efforts have been made to develop privacy metrics, which can provide a rigorous way to assess the privacy risk, evaluate the effectiveness of a given mechanism, and exploit the full possibilities of protection methods in V2X systems. Therefore, in this paper we present a trip-based location privacy metric for measuring user location privacy in V2X systems. The most distinguishable aspect of the metric is to take into account the accumulated information, which is the privacy-related information acquired by an adversary for an extended period of time, e.g., days or weeks. We develop methods to model and process the accumulated information, and reflect the impact on the privacy level in the metric. We further prove the viability and correctness of the metric by various case studies. Our simulations find out that under certain conditions, accumulated information can significantly decrease the level of user location privacy. The metric and our findings in this paper give some valuable insights into location privacy, which can contribute to the development of effective privacy-protection mechanisms for the users of V2X systems.
A low-frequency RFID to challenge security and privacy concerns	This paper presents a practical realization of a secure passive (battery-less) RFID tag. The tag consists of an off the shelf front end combined with a bespoke 0.18 mum ASIC assembled as a credit card sized prototype. The ASIC integrates the authors' ultra low power novel AES design together with a novel random number generator and a novel protocol which provides both security and privacy. The analysis presented shows a security of 64-bits against many attack methods. Both modeled and measured power results are presented. The measured average core power consumed during continuous normal operation is 1.36 muW.
Detecting privacy infractions in applications: A framework and methodology	We describe a framework and methodology for managing the privacy policy of an enterprise, including creation (based on factors like legislation and consumer preferences), validation and verification, deployment and enforcement, and compliance testing for business processes and software. To evaluate this approach, one module of our framework (compliance testing) is implemented for an existing prominent electronic commerce software application. Our unique approach monitors the personal information sent and received by the software application and converts it to a standardized representation. At defined points in the electronic commerce workflow, the transmissions are compared to a set of privacy rules (extracted from a privacy policy) to ascertain compliance. Non-compliant transmissions of personal information are labeled `potential privacy infractions' and are reported. Though presently implemented for software testing, ultimately the methodology is intended to halt or alter a workflow to avoid privacy infractions.
VIPER: A vehicle-to-infrastructure communication privacy enforcement protocol	Privacy-related issues are crucial for the wide diffusion of Vehicular Communications (VC). In particular, traffic analysis is one of the subtler threats to privacy in VC. In this paper we first briefly review current work in literature addressing privacy issues. Then we present VIPER: a Vehicle-to-infrastructure communication Privacy Enforcement pRotocol. VIPER is inspired to solutions provided for the Internet -mix- and cryptography-universal re- encryption. The protocol is shown to be resilient to traffic analysis attacks and analytical results suggest that it also performs well with respect to two key performance indicators: queue occupancy and message delivery time. Finally, simulation results support our analytical findings.
Improved mechanism for mobile location privacy	Location-based services are using information about where a mobile device is located. Such services bring convenience to mobile user but also provide criminals with powerful weapons to compromise the privacy of mobile user. To address the location privacy issue, much architecture for location privacy control was presented and experimented. Qi He proposed a special and feasible architecture, using blind signature to generate an authorized anonymous ID that replaces the real ID of a legitimate mobile device. The original purpose of Qi's architecture is that eliminating the relationship of authorized anonymous ID and real ID. Unfortunately we prove that Qi's registration protocol did not indeed delete the linkability of authorized anonymous ID and real ID. Furthermore we propose an improved registration protocol adapted the same cryptographic technique based on bilinear pairings. Moreover we demonstrate that the administrator can learn no information on the legitimate user's authorized anonymous ID and real ID
Enhancing wireless communication privacy with artificial fading	This paper addresses the problem of anti-eavesdropping in wireless network physical layer. The main contribution of this paper is twofold. First, we propose a novel concept of artificial fading that is produced by double-beam switching of smart antenna array to intentionally corrupt unwanted wireless communication links. Second, we develop a physical layer anti-eavesdropping scheme to minimize the unnecessary coverage area, and hence, lower the chance of being eavesdropped. Our anti-eavesdropping scheme employs smart antenna with two synthesized radiation patterns, which are optimized to provide good signal quality to the intended receiver, while their overlap apart from the intended direction is minimized. During the transmission, the transmitter periodically alternates between the two optimized patterns at a high frequency, which produces severe fading to the received signal in undesired directions. Since such signals are corrupted and cannot be decoded, eavesdropping is prevented. Simulation experiments show that our anti-eavesdropping scheme outperforms single pattern beamforming in reducing the unnecessary coverage area exposed to eavesdroppers.
Credit routing for source-location privacy protection in wireless sensor networks	Source-location privacy became one of major issues due to the open nature of wireless sensor networks. The adversary can eavesdrop and trace the message movements so as to capture the source. In the paper, first we propose Credit routing to provide the source-location privacy protection. Credit routing is able to route the message within the assigned credit at each message and randomize the routing path. Unlike other location privacy protection schemes in WSN, Credit routing not only can provide strong protection but also precisely control the transmission cost of each message. Then, we propose Hybrid credit routing, which routes the message to the receiver through three phases: totally random walk, forwarding random walk and credit random walk. These phases provide tri-fold protection to prevent the source from being captured by the adversary. We evaluate our proposed schemes based on several metrics including safe period, latency and protection efficiency. The simulation results show that Credit is able to provide the strong and efficient protection compared with other schemes including Phantom, LPR and RRIN. It is also shown Hybrid improves the protection strength and efficiency even further. The performance of Credit and Hybrid can be tuned by the assigned credit. For real application, the credit can be the real power consumption for forwarding the message from the source to the sink. So both Credit and Hybrid can be used to precisely control the power consumption for source-location protection.
Collaborative Location Privacy	Location-aware smart phones support various location-based services (LBSs): users query the LBS server and learn on the fly about their surroundings. However, such queries give away private information, enabling the LBS to identify and track users. We address this problem by proposing the first, to the best of our knowledge, user-collaborative privacy preserving approach for LBSs. Our solution, MobiCrowd, is simple to implement, it does not require changing the LBS server architecture, and it does not assume third party privacy-protection servers; still, MobiCrowd significantly improves user location-privacy. The gain stems from the collaboration of MobiCrowd-ready mobile devices: they keep their context information in a buffer, until it expires, and they pass it to other users seeking such information. Essentially, the LBS does not need to be contacted unless all the collaborative peers in the vicinity lack the sought information. Hence, the user can remain hidden from the server, unless it absolutely needs to expose herself through a query. Our results show that MobiCrowd hides a high fraction of location-based queries, thus significantly enhancing user location-privacy. To study the effects of various parameters, such as the collaboration level and contact rate between mobile users, we develop an epidemic model. Our simulations with real mobility datasets corroborate our model-based findings. Finally, our implementation of MobiCrowd on Nokia platforms indicates that it is lightweight and the collaboration cost is negligible.
Content-Aware Data Dissemination for Enhancing Privacy and Availability in Wireless Sensor Networks	Wireless sensor networks are vulnerable to various attacks and network dynamics that can breach data privacy and harm data availability. Since those threats cannot be addressed purely by cryptography-based methods, this paper presents a data dissemination scheme that can enhance two goals: data privacy and data availability, leveraging the node location diversity presented in typical wireless sensor networks rather than relying on cryptographic techniques. We demonstrate that the message content is important to quantify the uncertainty associated with data privacy and data availability, and provide content-based definitions utilizing information states. Further, to strike the balance between two conflicting goals in an energy efficient way, we construct a spatial privacy graph based on the locations of network nodes, and use a distributed coloring scheme to ensure that any pairs of nodes whose combined data provide too much information should not send their sensed data to the same storage node. Additionally, sensor nodes selectively send data to multiple storage nodes to achieve higher availability. Our experimental results show that our scheme can achieve better data privacy and a higher level of data availability at smaller energy cost than other baseline data dissemination schemes.
